           15.	          30.
          -5.	          30.
          -5.	           0.
         -25.	           0.
  -26.9134178	  -9.61939812
  -28.5355339	  -8.53553391
  -29.6193981	  -6.91341734
         -30.	          -5.
  -29.6193981	   -3.0865829
  -28.5355339	  -1.46446609
  -26.9134178	  -0.38060233
         -25.	         -10.
           5.	         -10.
           5.	          20.
          13.	          30.
          11.	          30.
           9.	          30.
           7.	          30.
           5.	          30.
           3.	          30.
           1.	          30.
          -1.	          30.
          -3.	          30.
          -5.	          28.
          -5.	          26.
          -5.	          24.
          -5.	          22.
          -5.	          20.
          -5.	          18.
          -5.	          16.
          -5.	          14.
          -5.	          12.
          -5.	          10.
          -5.	           8.
          -5.	           6.
          -5.	           4.
          -5.	           2.
          -7.	           0.
          -9.	           0.
         -11.	           0.
         -13.	           0.
         -15.	           0.
         -17.	           0.
         -19.	           0.
         -21.	           0.
         -23.	           0.
           3.	         -10.
           1.	         -10.
          -1.	         -10.
          -3.	         -10.
          -5.	         -10.
          -7.	         -10.
          -9.	         -10.
         -11.	         -10.
         -13.	         -10.
         -15.	         -10.
         -17.	         -10.
         -19.	         -10.
         -21.	         -10.
         -23.	         -10.
           5.	          18.
           5.	          16.
           5.	          14.
           5.	          12.
           5.	          10.
           5.	           8.
           5.	           6.
           5.	           4.
           5.	           2.
           5.	           0.
           5.	          -2.
           5.	          -4.
           5.	          -6.
           5.	          -8.
   6.42857122	   21.4285717
   7.85714293	   22.8571434
   9.28571415	   24.2857151
   10.7142859	   25.7142849
   12.1428576	   27.1428566
   13.5714283	   28.5714283
  -26.3336372	  -7.76659107
  -28.2226868	  -6.43824339
  -28.1175652	  -4.60588837
  -26.1591434	  -2.10037327
   7.94419193	   28.1601086
  -3.19118237	   27.2962761
  -5.94074678	  -1.56135583
  -3.28010941	   6.99999666
  -7.98214865	  -1.62386549
   5.94069958	   28.2131767
   3.96576309	   28.1945496
   1.96850979	   28.1876316
 -0.00925469864	   28.2110806
  -3.19306159	   25.1208878
  -3.24140286	   23.0419273
  -3.26721168	     21.01577
  -3.29015899	   19.0030117
  -3.29848814	   16.9995918
   -3.2950747	   14.9994574
  -3.28950334	   12.9997454
  -3.28517389	   10.9999161
  -3.28540468	    8.9999752
  -3.28817058	   4.99999905
  -3.32450199	   2.98746324
  -3.41863847	  0.927179158
  -9.99433708	  -1.64214647
    -11.99823	  -1.64728785
  -13.9994688	  -1.64868796
  -15.9998932	  -1.64905524
  -18.0005169	   -1.6548574
   -19.994421	  -1.67004955
   -21.960701	  -1.70543468
  -24.0205898	  -8.05579758
  -23.9267063	  -1.82353294
   2.29777122	  -8.18962097
  0.123059466	  -8.18267441
  -1.95802188	  -8.22096157
  -3.98471189	  -8.24636459
  -5.99523783	   -8.2685194
  -7.99814987	  -8.27763176
  -9.99911308	   -8.2813158
  -11.9996176	   -8.2825079
  -13.9998579	  -8.28286648
  -15.9999981	  -8.28308964
  -18.0003262	  -8.28923416
  -19.9951019	  -8.28801823
  -21.9786606	  -8.23145771
   3.37062716	   18.9233551
   3.34054041	   16.9807224
   3.33640957	   14.9944878
   3.34315801	   12.9984617
   3.34957194	   10.9995937
   3.35198402	     8.999897
   3.35113668	   6.99997568
   3.34448671	   4.99999523
    3.3265295	   2.99973011
   3.30527616	  0.998020113
   3.28119373	  -1.01071751
   3.25898099	  -3.01927686
   3.24397135	  -5.00071239
   10.2151985	   28.0007057
   8.72700691	    26.224247
   4.53118944	   21.9883575
    7.4225564	   24.7146339
   6.02210903	   23.3871956
  -24.9141693	  -5.84206676
   -27.758709	  -3.09401059
  -3.74367332	  -1.32242095
   3.37542582	  -6.68383884
  -1.68782008	   28.3659058
   2.93006825	   26.3407249
   1.37449419	  -6.19837618
  -6.99313116	  -6.56894302
  -8.99560261	  -6.58624029
  -10.9978485	  -6.59370756
  -12.9991169	  -6.59640884
  -14.9997482	  -6.59741163
  -17.0005054	  -6.60687542
  -18.9910336	  -6.61446953
  -20.9443874	  -6.58081102
  -1.56252813	   20.0199757
   1.69096434	   15.9887323
   1.69573748	   13.9958906
   1.70559001	   11.9987364
     1.712358	      9.99965
   1.70500433	   5.99998617
   1.67963386	   3.99886894
   1.64330435	   1.99145818
  0.905702949	   26.4169083
  -1.23154819	   26.3408546
  -1.48619592	   24.0970173
  -1.52001476	   22.0616055
   -1.6039356	   18.0015297
   1.71200323	   7.99990702
   1.57110965	  -2.04215574
 -0.883958101	  -6.38697195
  -2.94760537	  -6.42948389
  -4.98543882	  -6.52348185
  -6.97729588	  -3.23084092
  -8.98907471	  -3.26648521
  -10.9956169	  -3.28038645
  -12.9984198	  -3.28506351
  -14.9995422	  -3.28655887
   -17.000536	  -3.29590154
  -18.9907722	  -3.31196833
  -20.9331837	   -3.3324461
  -1.61828923	   15.9975128
  -1.61388779	   13.9984798
  -1.60545456	   11.9994555
  -1.59979153	   9.99984074
   -1.5975486	   7.99995708
  -1.60532558	   5.99998999
  -1.63823593	    3.9940958
  -1.70293796	   1.96242869
   1.60747373	 -0.0272606201
    1.5512104	  -4.03328276
   4.92077351	   26.4265118
    1.7285229	   17.9747887
    -22.78298	  -3.40262842
  -22.8547916	  -6.42256784
   3.40620279	   20.6201363
   6.79960585	   26.4659615
   4.04114676	   24.2806396
  -24.5952816	  -3.71108937
   11.9858971	   28.7429981
  -26.3854027	  -4.19141436
  -23.3982754	  -4.86368704
   2.28591108	   22.2277603
 0.0553736538	   16.9928093
  -1.80476701	 -0.120870896
  -4.98795748	  -3.15208316
 0.0110525833	  -4.82521629
  -4.00782299	  -4.75885105
  -5.99015188	  -4.85574389
  -7.99004316	  -4.90417004
  -9.99438381	  -4.92552328
  -11.9974594	  -4.93413877
  -13.9990435	  -4.93733311
  -16.0001259	   -4.9451685
  -17.9929962	  -4.95586967
 -0.106511481	  -3.09629536
 0.0373850204	   4.99800777
 -0.00596798118	   2.98531127
  -1.85946262	  -4.40848017
 -0.0991605446	  -1.08530307
 -0.0603425503	  0.950960577
 0.0547269247	   6.99963188
 0.0591881089	    8.9997921
 0.0547586642	   10.9993916
 0.0464525074	   12.9979057
 0.0427251458	   14.9952221
  0.212301388	   23.1476116
  0.224221572	   21.0705128
   0.11305099	    19.004488
  -19.9494209	   -4.9559412
   1.85475612	   19.9701729
  -21.8105068	  -4.92634678
    5.8412385	   25.0549889
  -1.81460941	  -2.20061183
  -3.28270507	  -3.16848946
   1.73495877	   24.5517578
 0.0270437729	   24.9108295
   -26.794693	  -5.76884079
